"id","name","archetype","home_city","level_policy","team_theme","starts_battle","reward_marks","dialogue_key","world_role","placed_in_world","placement_kind","can_have_legendary"
"NPC0045","Senn Holt","relic_hunter","city_15","fixed_first_clear","spark","talk_to_battle","815","dlg_npc0045","fixed_world_battle","true","route_city_dungeon","false"
"NPC0046","Talia Sol","prism_student","city_16","fixed_first_clear","frost","talk_to_battle","832","dlg_npc0046","fixed_world_battle","true","route_city_dungeon","false"
"NPC0047","Uma Maren","field_medic","city_17","fixed_first_clear","metal","talk_to_battle","849","dlg_npc0047","fixed_world_battle","true","route_city_dungeon","false"
"NPC0048","Venn Tor","storm_sailor","city_18","fixed_first_clear","shade","talk_to_battle","866","dlg_npc0048","fixed_world_battle","true","route_city_dungeon","false"
"NPC0049","Wren Vale","archive_duelist","city_19","fixed_first_clear","radiant","talk_to_battle","883","dlg_npc0049","fixed_world_battle","true","route_city_dungeon","false"
"NPC0050","Xara Quill","postgame_master","city_20","fixed_first_clear","mind","talk_to_battle","900","dlg_npc0050","fixed_world_battle","true","route_city_dungeon","false"
"NPC0051","Yven Nox","route_binder","city_21","fixed_first_clear","echo","talk_to_battle","917","dlg_npc0051","fixed_world_battle","true","route_city_dungeon","false"
"NPC0052","Zale Reed","city_binder","city_22","fixed_first_clear","shade","talk_to_battle","934","dlg_npc0052","fixed_world_battle","true","route_city_dungeon","false"
"NPC0053","Ari Esh","arena_apprentice","city_23","fixed_first_clear","ember","talk_to_battle","951","dlg_npc0053","fixed_world_battle","true","route_city_dungeon","false"
"NPC0054","Bela Rusk","veyr_scout","city_24","fixed_first_clear","tide","talk_to_battle","968","dlg_npc0054","fixed_world_battle","true","route_city_dungeon","false"
"NPC0055","Cato Voss","relic_hunter","city_25","fixed_first_clear","verdance","talk_to_battle","985","dlg_npc0055","fixed_world_battle","true","route_city_dungeon","false"
"NPC0056","Dena Rook","prism_student","city_26","fixed_first_clear","stone","talk_to_battle","1002","dlg_npc0056","fixed_world_battle","true","route_city_dungeon","false"
"NPC0057","Eron Fenn","field_medic","city_27","fixed_first_clear","gale","talk_to_battle","1019","dlg_npc0057","fixed_world_battle","true","route_city_dungeon","false"
"NPC0058","Fia Wren","storm_sailor","city_28","fixed_first_clear","spark","talk_to_battle","1036","dlg_npc0058","fixed_world_battle","true","route_city_dungeon","false"
"NPC0059","Garr Pell","archive_duelist","city_29","fixed_first_clear","frost","talk_to_battle","1053","dlg_npc0059","fixed_world_battle","true","route_city_dungeon","false"
"NPC0060","Hale Thane","postgame_master","city_30","fixed_first_clear","metal","talk_to_battle","1070","dlg_npc0060","fixed_world_battle","true","route_city_dungeon","false"
"NPC0061","Ira Silt","route_binder","city_01","fixed_first_clear","shade","talk_to_battle","1087","dlg_npc0061","fixed_world_battle","true","route_city_dungeon","false"
"NPC0062","Juno Keir","city_binder","city_02","fixed_first_clear","radiant","talk_to_battle","1104","dlg_npc0062","fixed_world_battle","true","route_city_dungeon","false"
"NPC0063","Kira Noct","arena_apprentice","city_03","fixed_first_clear","mind","talk_to_battle","1121","dlg_npc0063","fixed_world_battle","true","route_city_dungeon","false"
"NPC0064","Lio Arc","veyr_scout","city_04","fixed_first_clear","echo","talk_to_battle","1138","dlg_npc0064","fixed_world_battle","true","route_city_dungeon","false"
"NPC0065","Mira Holt","relic_hunter","city_05","fixed_first_clear","radiant","talk_to_battle","1155","dlg_npc0065","fixed_world_battle","true","route_city_dungeon","false"
"NPC0066","Nox Sol","prism_student","city_06","fixed_first_clear","ember","talk_to_battle","1172","dlg_npc0066","fixed_world_battle","true","route_city_dungeon","false"
"NPC0067","Oren Maren","field_medic","city_07","fixed_first_clear","tide","talk_to_battle","1189","dlg_npc0067","fixed_world_battle","true","route_city_dungeon","false"
"NPC0068","Pax Tor","storm_sailor","city_08","fixed_first_clear","verdance","talk_to_battle","1206","dlg_npc0068","fixed_world_battle","true","route_city_dungeon","false"
"NPC0069","Quin Vale","archive_duelist","city_09","fixed_first_clear","stone","talk_to_battle","1223","dlg_npc0069","fixed_world_battle","true","route_city_dungeon","false"
"NPC0070","Rhea Quill","postgame_master","city_10","fixed_first_clear","gale","talk_to_battle","1240","dlg_npc0070","fixed_world_battle","true","route_city_dungeon","false"
"NPC0071","Senn Nox","route_binder","city_11","fixed_first_clear","spark","talk_to_battle","1257","dlg_npc0071","fixed_world_battle","true","route_city_dungeon","false"
"NPC0072","Talia Reed","city_binder","city_12","fixed_first_clear","frost","talk_to_battle","1274","dlg_npc0072","fixed_world_battle","true","route_city_dungeon","false"
"NPC0073","Uma Esh","arena_apprentice","city_13","fixed_first_clear","metal","talk_to_battle","1291","dlg_npc0073","fixed_world_battle","true","route_city_dungeon","false"
"NPC0074","Venn Rusk","veyr_scout","city_14","fixed_first_clear","shade","talk_to_battle","1308","dlg_npc0074","fixed_world_battle","true","route_city_dungeon","false"
"NPC0075","Wren Voss","relic_hunter","city_15","fixed_first_clear","radiant","talk_to_battle","1325","dlg_npc0075","fixed_world_battle","true","route_city_dungeon","false"
"NPC0076","Xara Rook","prism_student","city_16","fixed_first_clear","mind","talk_to_battle","1342","dlg_npc0076","fixed_world_battle","true","route_city_dungeon","false"
"NPC0077","Yven Fenn","field_medic","city_17","fixed_first_clear","echo","talk_to_battle","1359","dlg_npc0077","fixed_world_battle","true","route_city_dungeon","false"
"NPC0078","Zale Wren","storm_sailor","city_18","fixed_first_clear","mind","talk_to_battle","1376","dlg_npc0078","fixed_world_battle","true","route_city_dungeon","false"
"NPC0079","Ari Pell","archive_duelist","city_19","fixed_first_clear","ember","talk_to_battle","1393","dlg_npc0079","fixed_world_battle","true","route_city_dungeon","false"
"NPC0080","Bela Thane","postgame_master","city_20","fixed_first_clear","tide","talk_to_battle","1410","dlg_npc0080","fixed_world_battle","true","route_city_dungeon","false"
"NPC0081","Cato Silt","route_binder","city_21","fixed_first_clear","verdance","talk_to_battle","1427","dlg_npc0081","fixed_world_battle","true","route_city_dungeon","false"
"NPC0082","Dena Keir","city_binder","city_22","fixed_first_clear","stone","talk_to_battle","1444","dlg_npc0082","fixed_world_battle","true","route_city_dungeon","false"
"NPC0083","Eron Noct","arena_apprentice","city_23","fixed_first_clear","gale","talk_to_battle","1461","dlg_npc0083","fixed_world_battle","true","route_city_dungeon","false"
"NPC0084","Fia Arc","veyr_scout","city_24","fixed_first_clear","spark","talk_to_battle","1478","dlg_npc0084","fixed_world_battle","true","route_city_dungeon","false"
"NPC0085","Garr Holt","relic_hunter","city_25","fixed_first_clear","frost","talk_to_battle","1495","dlg_npc0085","fixed_world_battle","true","route_city_dungeon","false"
"NPC0086","Hale Sol","prism_student","city_26","fixed_first_clear","metal","talk_to_battle","1512","dlg_npc0086","fixed_world_battle","true","route_city_dungeon","false"
"NPC0087","Ira Maren","field_medic","city_27","fixed_first_clear","shade","talk_to_battle","1529","dlg_npc0087","fixed_world_battle","true","route_city_dungeon","false"
"NPC0088","Juno Tor","storm_sailor","city_28","fixed_first_clear","radiant","talk_to_battle","1546","dlg_npc0088","fixed_world_battle","true","route_city_dungeon","false"
"NPC0089","Kira Vale","archive_duelist","city_29","fixed_first_clear","mind","talk_to_battle","1563","dlg_npc0089","fixed_world_battle","true","route_city_dungeon","false"
"NPC0090","Lio Quill","postgame_master","city_30","fixed_first_clear","echo","talk_to_battle","1580","dlg_npc0090","fixed_world_battle","true","route_city_dungeon","false"
"NPC0091","Mira Nox","route_binder","city_01","fixed_first_clear","echo","talk_to_battle","1597","dlg_npc0091","fixed_world_battle","true","route_city_dungeon","false"
"NPC0092","Nox Reed","city_binder","city_02","fixed_first_clear","ember","talk_to_battle","1614","dlg_npc0092","fixed_world_battle","true","route_city_dungeon","false"
"NPC0093","Oren Esh","arena_apprentice","city_03","fixed_first_clear","tide","talk_to_battle","1631","dlg_npc0093","fixed_world_battle","true","route_city_dungeon","false"
"NPC0094","Pax Rusk","veyr_scout","city_04","fixed_first_clear","verdance","talk_to_battle","1648","dlg_npc0094","fixed_world_battle","true","route_city_dungeon","false"
"NPC0095","Quin Voss","relic_hunter","city_05","fixed_first_clear","stone","talk_to_battle","1665","dlg_npc0095","fixed_world_battle","true","route_city_dungeon","false"
"NPC0096","Rhea Rook","prism_student","city_06","fixed_first_clear","gale","talk_to_battle","1682","dlg_npc0096","fixed_world_battle","true","route_city_dungeon","false"
"NPC0097","Senn Fenn","field_medic","city_07","fixed_first_clear","spark","talk_to_battle","1699","dlg_npc0097","fixed_world_battle","true","route_city_dungeon","false"
"NPC0098","Talia Wren","storm_sailor","city_08","fixed_first_clear","frost","talk_to_battle","1716","dlg_npc0098","fixed_world_battle","true","route_city_dungeon","false"
"NPC0099","Uma Pell","archive_duelist","city_09","fixed_first_clear","metal","talk_to_battle","1733","dlg_npc0099","fixed_world_battle","true","route_city_dungeon","false"
"NPC0100","Venn Thane","postgame_master","city_10","fixed_first_clear","shade","talk_to_battle","1750","dlg_npc0100","fixed_world_battle","true","route_city_dungeon","false"
"NPC0101","Wren Silt","route_binder","city_11","fixed_first_clear","radiant","talk_to_battle","1767","dlg_npc0101","fixed_world_battle","true","route_city_dungeon","false"
"NPC0102","Xara Keir","city_binder","city_12","fixed_first_clear","mind","talk_to_battle","1784","dlg_npc0102","fixed_world_battle","true","route_city_dungeon","false"
"NPC0103","Yven Noct","arena_apprentice","city_13","fixed_first_clear","echo","talk_to_battle","1801","dlg_npc0103","fixed_world_battle","true","route_city_dungeon","false"
"NPC0104","Zale Arc","veyr_scout","city_14","fixed_first_clear","shade","talk_to_battle","1818","dlg_npc0104","fixed_world_battle","true","route_city_dungeon","false"
"NPC0105","Ari Holt","relic_hunter","city_15","fixed_first_clear","ember","talk_to_battle","1835","dlg_npc0105","fixed_world_battle","true","route_city_dungeon","false"
"NPC0106","Bela Sol","prism_student","city_16","fixed_first_clear","tide","talk_to_battle","1852","dlg_npc0106","fixed_world_battle","true","route_city_dungeon","false"
"NPC0107","Cato Maren","field_medic","city_17","fixed_first_clear","verdance","talk_to_battle","1869","dlg_npc0107","fixed_world_battle","true","route_city_dungeon","false"
"NPC0108","Dena Tor","storm_sailor","city_18","fixed_first_clear","stone","talk_to_battle","1886","dlg_npc0108","fixed_world_battle","true","route_city_dungeon","false"
"NPC0109","Eron Vale","archive_duelist","city_19","fixed_first_clear","gale","talk_to_battle","1903","dlg_npc0109","fixed_world_battle","true","route_city_dungeon","false"
"NPC0110","Fia Quill","postgame_master","city_20","fixed_first_clear","spark","talk_to_battle","1920","dlg_npc0110","fixed_world_battle","true","route_city_dungeon","false"
"NPC0111","Garr Nox","route_binder","city_21","fixed_first_clear","frost","talk_to_battle","1937","dlg_npc0111","fixed_world_battle","true","route_city_dungeon","false"
"NPC0112","Hale Reed","city_binder","city_22","fixed_first_clear","metal","talk_to_battle","1954","dlg_npc0112","fixed_world_battle","true","route_city_dungeon","false"
"NPC0113","Ira Esh","arena_apprentice","city_23","fixed_first_clear","shade","talk_to_battle","1971","dlg_npc0113","fixed_world_battle","true","route_city_dungeon","false"
"NPC0114","Juno Rusk","veyr_scout","city_24","fixed_first_clear","radiant","talk_to_battle","1988","dlg_npc0114","fixed_world_battle","true","route_city_dungeon","false"
"NPC0115","Kira Voss","relic_hunter","city_25","fixed_first_clear","mind","talk_to_battle","2005","dlg_npc0115","fixed_world_battle","true","route_city_dungeon","false"
"NPC0116","Lio Rook","prism_student","city_26","fixed_first_clear","echo","talk_to_battle","2022","dlg_npc0116","fixed_world_battle","true","route_city_dungeon","false"
"NPC0117","Mira Fenn","field_medic","city_27","fixed_first_clear","radiant","talk_to_battle","2039","dlg_npc0117","fixed_world_battle","true","route_city_dungeon","false"
"NPC0118","Nox Wren","storm_sailor","city_28","fixed_first_clear","ember","talk_to_battle","2056","dlg_npc0118","fixed_world_battle","true","route_city_dungeon","false"
"NPC0119","Oren Pell","archive_duelist","city_29","fixed_first_clear","tide","talk_to_battle","2073","dlg_npc0119","fixed_world_battle","true","route_city_dungeon","false"
"NPC0120","Pax Thane","postgame_master","city_30","fixed_first_clear","verdance","talk_to_battle","2090","dlg_npc0120","fixed_world_battle","true","route_city_dungeon","false"
"NPC0121","Quin Silt","route_binder","city_01","fixed_first_clear","stone","talk_to_battle","2107","dlg_npc0121","fixed_world_battle","true","route_city_dungeon","false"
"NPC0122","Rhea Keir","city_binder","city_02","fixed_first_clear","gale","talk_to_battle","2124","dlg_npc0122","fixed_world_battle","true","route_city_dungeon","false"
"NPC0123","Senn Noct","arena_apprentice","city_03","fixed_first_clear","spark","talk_to_battle","2141","dlg_npc0123","fixed_world_battle","true","route_city_dungeon","false"
"NPC0124","Talia Arc","veyr_scout","city_04","fixed_first_clear","frost","talk_to_battle","2158","dlg_npc0124","fixed_world_battle","true","route_city_dungeon","false"
"NPC0125","Uma Holt","relic_hunter","city_05","fixed_first_clear","metal","talk_to_battle","2175","dlg_npc0125","fixed_world_battle","true","route_city_dungeon","false"
"NPC0126","Venn Sol","prism_student","city_06","fixed_first_clear","shade","talk_to_battle","2192","dlg_npc0126","fixed_world_battle","true","route_city_dungeon","false"
"NPC0127","Wren Maren","field_medic","city_07","fixed_first_clear","radiant","talk_to_battle","2209","dlg_npc0127","fixed_world_battle","true","route_city_dungeon","false"
"NPC0128","Xara Tor","storm_sailor","city_08","fixed_first_clear","mind","talk_to_battle","2226","dlg_npc0128","fixed_world_battle","true","route_city_dungeon","false"
"NPC0129","Yven Vale","archive_duelist","city_09","fixed_first_clear","echo","talk_to_battle","2243","dlg_npc0129","fixed_world_battle","true","route_city_dungeon","false"
"NPC0130","Zale Quill","postgame_master","city_10","fixed_first_clear","mind","talk_to_battle","2260","dlg_npc0130","fixed_world_battle","true","route_city_dungeon","false"
"NPC0131","Ari Nox","route_binder","city_11","fixed_first_clear","ember","talk_to_battle","2277","dlg_npc0131","fixed_world_battle","true","route_city_dungeon","false"
"NPC0132","Bela Reed","city_binder","city_12","fixed_first_clear","tide","talk_to_battle","2294","dlg_npc0132","fixed_world_battle","true","route_city_dungeon","false"
"NPC0133","Cato Esh","arena_apprentice","city_13","fixed_first_clear","verdance","talk_to_battle","2311","dlg_npc0133","fixed_world_battle","true","route_city_dungeon","false"
"NPC0134","Dena Rusk","veyr_scout","city_14","fixed_first_clear","stone","talk_to_battle","2328","dlg_npc0134","fixed_world_battle","true","route_city_dungeon","false"
"NPC0135","Eron Voss","relic_hunter","city_15","fixed_first_clear","gale","talk_to_battle","2345","dlg_npc0135","fixed_world_battle","true","route_city_dungeon","false"
"NPC0136","Fia Rook","prism_student","city_16","fixed_first_clear","spark","talk_to_battle","2362","dlg_npc0136","fixed_world_battle","true","route_city_dungeon","false"
"NPC0137","Garr Fenn","field_medic","city_17","fixed_first_clear","frost","talk_to_battle","2379","dlg_npc0137","fixed_world_battle","true","route_city_dungeon","false"
"NPC0138","Hale Wren","storm_sailor","city_18","fixed_first_clear","metal","talk_to_battle","2396","dlg_npc0138","fixed_world_battle","true","route_city_dungeon","false"
"NPC0139","Ira Pell","archive_duelist","city_19","fixed_first_clear","shade","talk_to_battle","2413","dlg_npc0139","fixed_world_battle","true","route_city_dungeon","false"
"NPC0140","Juno Thane","postgame_master","city_20","fixed_first_clear","radiant","talk_to_battle","2430","dlg_npc0140","fixed_world_battle","true","route_city_dungeon","false"
"NPC0141","Kira Silt","route_binder","city_21","fixed_first_clear","mind","talk_to_battle","2447","dlg_npc0141","fixed_world_battle","true","route_city_dungeon","false"
"NPC0142","Lio Keir","city_binder","city_22","fixed_first_clear","echo","talk_to_battle","2464","dlg_npc0142","fixed_world_battle","true","route_city_dungeon","false"
"NPC0143","Mira Noct","arena_apprentice","city_23","fixed_first_clear","echo","talk_to_battle","2481","dlg_npc0143","fixed_world_battle","true","route_city_dungeon","false"
"NPC0144","Nox Arc","veyr_scout","city_24","fixed_first_clear","ember","talk_to_battle","2498","dlg_npc0144","fixed_world_battle","true","route_city_dungeon","false"
"NPC0145","Oren Holt","relic_hunter","city_25","fixed_first_clear","tide","talk_to_battle","2515","dlg_npc0145","fixed_world_battle","true","route_city_dungeon","false"
"NPC0146","Pax Sol","prism_student","city_26","fixed_first_clear","verdance","talk_to_battle","2532","dlg_npc0146","fixed_world_battle","true","route_city_dungeon","false"
"NPC0147","Quin Maren","field_medic","city_27","fixed_first_clear","stone","talk_to_battle","2549","dlg_npc0147","fixed_world_battle","true","route_city_dungeon","false"
"NPC0148","Rhea Tor","storm_sailor","city_28","fixed_first_clear","gale","talk_to_battle","66","dlg_npc0148","fixed_world_battle","true","route_city_dungeon","false"
"NPC0149","Senn Vale","archive_duelist","city_29","fixed_first_clear","spark","talk_to_battle","83","dlg_npc0149","fixed_world_battle","true","route_city_dungeon","false"
"NPC0150","Talia Quill","postgame_master","city_30","fixed_first_clear","frost","talk_to_battle","100","dlg_npc0150","fixed_world_battle","true","route_city_dungeon","false"
"NPC0151","Uma Nox","route_binder","city_01","fixed_first_clear","metal","talk_to_battle","117","dlg_npc0151","fixed_world_battle","true","route_city_dungeon","false"
"NPC0152","Venn Reed","city_binder","city_02","fixed_first_clear","shade","talk_to_battle","134","dlg_npc0152","fixed_world_battle","true","route_city_dungeon","false"
"NPC0153","Wren Esh","arena_apprentice","city_03","fixed_first_clear","radiant","talk_to_battle","151","dlg_npc0153","fixed_world_battle","true","route_city_dungeon","false"
"NPC0154","Xara Rusk","veyr_scout","city_04","fixed_first_clear","mind","talk_to_battle","168","dlg_npc0154","fixed_world_battle","true","route_city_dungeon","false"
"NPC0155","Yven Voss","relic_hunter","city_05","fixed_first_clear","echo","talk_to_battle","185","dlg_npc0155","fixed_world_battle","true","route_city_dungeon","false"
"NPC0156","Zale Rook","prism_student","city_06","fixed_first_clear","shade","talk_to_battle","202","dlg_npc0156","fixed_world_battle","true","route_city_dungeon","false"
"NPC0157","Ari Fenn","field_medic","city_07","fixed_first_clear","ember","talk_to_battle","219","dlg_npc0157","fixed_world_battle","true","route_city_dungeon","false"
"NPC0158","Bela Wren","storm_sailor","city_08","fixed_first_clear","tide","talk_to_battle","236","dlg_npc0158","fixed_world_battle","true","route_city_dungeon","false"
"NPC0159","Cato Pell","archive_duelist","city_09","fixed_first_clear","verdance","talk_to_battle","253","dlg_npc0159","fixed_world_battle","true","route_city_dungeon","false"
"NPC0160","Dena Thane","postgame_master","city_10","fixed_first_clear","stone","talk_to_battle","270","dlg_npc0160","fixed_world_battle","true","route_city_dungeon","false"
"NPC0161","Eron Silt","route_binder","city_11","fixed_first_clear","gale","talk_to_battle","287","dlg_npc0161","fixed_world_battle","true","route_city_dungeon","false"
"NPC0162","Fia Keir","city_binder","city_12","fixed_first_clear","spark","talk_to_battle","304","dlg_npc0162","fixed_world_battle","true","route_city_dungeon","false"
"NPC0163","Garr Noct","arena_apprentice","city_13","fixed_first_clear","frost","talk_to_battle","321","dlg_npc0163","fixed_world_battle","true","route_city_dungeon","false"
"NPC0164","Hale Arc","veyr_scout","city_14","fixed_first_clear","metal","talk_to_battle","338","dlg_npc0164","fixed_world_battle","true","route_city_dungeon","false"
"NPC0165","Ira Holt","relic_hunter","city_15","fixed_first_clear","shade","talk_to_battle","355","dlg_npc0165","fixed_world_battle","true","route_city_dungeon","false"
"NPC0166","Juno Sol","prism_student","city_16","fixed_first_clear","radiant","talk_to_battle","372","dlg_npc0166","fixed_world_battle","true","route_city_dungeon","false"
"NPC0167","Kira Maren","field_medic","city_17","fixed_first_clear","mind","talk_to_battle","389","dlg_npc0167","fixed_world_battle","true","route_city_dungeon","false"
"NPC0168","Lio Tor","storm_sailor","city_18","fixed_first_clear","echo","talk_to_battle","406","dlg_npc0168","fixed_world_battle","true","route_city_dungeon","false"
"NPC0169","Mira Vale","archive_duelist","city_19","fixed_first_clear","radiant","talk_to_battle","423","dlg_npc0169","fixed_world_battle","true","route_city_dungeon","false"
"NPC0170","Nox Quill","postgame_master","city_20","fixed_first_clear","ember","talk_to_battle","440","dlg_npc0170","fixed_world_battle","true","route_city_dungeon","false"
"NPC0171","Oren Nox","route_binder","city_21","fixed_first_clear","tide","talk_to_battle","457","dlg_npc0171","fixed_world_battle","true","route_city_dungeon","false"
"NPC0172","Pax Reed","city_binder","city_22","fixed_first_clear","verdance","talk_to_battle","474","dlg_npc0172","fixed_world_battle","true","route_city_dungeon","false"
"NPC0173","Quin Esh","arena_apprentice","city_23","fixed_first_clear","stone","talk_to_battle","491","dlg_npc0173","fixed_world_battle","true","route_city_dungeon","false"
"NPC0174","Rhea Rusk","veyr_scout","city_24","fixed_first_clear","gale","talk_to_battle","508","dlg_npc0174","fixed_world_battle","true","route_city_dungeon","false"
"NPC0175","Senn Voss","relic_hunter","city_25","fixed_first_clear","spark","talk_to_battle","525","dlg_npc0175","fixed_world_battle","true","route_city_dungeon","false"
