"id","name","category","price","currency","effect","target","unlock_city"
"IT078","Null Veil 12","battle_item","960","marks","temporary_stat_boost","party_or_inventory","city_13"
"IT079","Ember Veil 13","battle_item","1020","marks","temporary_stat_boost","party_or_inventory","city_14"
"IT080","Tide Veil 14","battle_item","1080","marks","temporary_stat_boost","party_or_inventory","city_14"
"IT081","Verdance Veil 15","battle_item","1140","marks","temporary_stat_boost","party_or_inventory","city_14"
"IT082","Stone Veil 16","battle_item","1200","marks","temporary_stat_boost","party_or_inventory","city_14"
"IT083","Gale Veil 17","battle_item","1260","marks","temporary_stat_boost","party_or_inventory","city_14"
"IT084","Spark Veil 18","battle_item","1320","marks","temporary_stat_boost","party_or_inventory","city_14"
"IT085","Frost Veil 19","battle_item","1380","marks","temporary_stat_boost","party_or_inventory","city_15"
"IT086","Metal Veil 20","battle_item","1440","marks","temporary_stat_boost","party_or_inventory","city_15"
"IT087","Shade Veil 21","battle_item","1500","marks","temporary_stat_boost","party_or_inventory","city_15"
"IT088","Radiant Veil 22","battle_item","1560","marks","temporary_stat_boost","party_or_inventory","city_15"
"IT089","Mind Veil 23","battle_item","1620","marks","temporary_stat_boost","party_or_inventory","city_15"
"IT090","Echo Veil 24","battle_item","1680","marks","temporary_stat_boost","party_or_inventory","city_15"
"IT091","Null Charm 1","held_item","600","marks","passive_modifier","party_or_inventory","city_16"
"IT092","Ember Charm 2","held_item","720","marks","passive_modifier","party_or_inventory","city_16"
"IT093","Tide Charm 3","held_item","840","marks","passive_modifier","party_or_inventory","city_16"
"IT094","Verdance Charm 4","held_item","960","marks","passive_modifier","party_or_inventory","city_16"
"IT095","Stone Charm 5","held_item","1080","marks","passive_modifier","party_or_inventory","city_16"
"IT096","Gale Charm 6","held_item","1200","marks","passive_modifier","party_or_inventory","city_16"
"IT097","Spark Charm 7","held_item","1320","marks","passive_modifier","party_or_inventory","city_17"
"IT098","Frost Charm 8","held_item","1440","marks","passive_modifier","party_or_inventory","city_17"
"IT099","Metal Charm 9","held_item","1560","marks","passive_modifier","party_or_inventory","city_17"
"IT100","Shade Charm 10","held_item","1680","marks","passive_modifier","party_or_inventory","city_17"
"IT101","Radiant Charm 11","held_item","1800","marks","passive_modifier","party_or_inventory","city_17"
"IT102","Mind Charm 12","held_item","1920","marks","passive_modifier","party_or_inventory","city_17"
"IT103","Echo Charm 13","held_item","2040","marks","passive_modifier","party_or_inventory","city_18"
"IT104","Null Charm 14","held_item","2160","marks","passive_modifier","party_or_inventory","city_18"
"IT105","Ember Charm 15","held_item","2280","marks","passive_modifier","party_or_inventory","city_18"
"IT106","Tide Charm 16","held_item","2400","marks","passive_modifier","party_or_inventory","city_18"
"IT107","Verdance Charm 17","held_item","2520","marks","passive_modifier","party_or_inventory","city_18"
"IT108","Stone Charm 18","held_item","2640","marks","passive_modifier","party_or_inventory","city_18"
"IT109","Gale Charm 19","held_item","2760","marks","passive_modifier","party_or_inventory","city_19"
"IT110","Spark Charm 20","held_item","2880","marks","passive_modifier","party_or_inventory","city_19"
"IT111","Frost Charm 21","held_item","3000","aether_glass","passive_modifier","party_or_inventory","city_19"
"IT112","Metal Charm 22","held_item","3120","aether_glass","passive_modifier","party_or_inventory","city_19"
"IT113","Shade Charm 23","held_item","3240","aether_glass","passive_modifier","party_or_inventory","city_19"
"IT114","Radiant Charm 24","held_item","3360","aether_glass","passive_modifier","party_or_inventory","city_19"
"IT115","Mind Charm 25","held_item","3480","aether_glass","passive_modifier","party_or_inventory","city_20"
"IT116","Echo Charm 26","held_item","3600","aether_glass","passive_modifier","party_or_inventory","city_20"
"IT117","Null Charm 27","held_item","3720","aether_glass","passive_modifier","party_or_inventory","city_20"
"IT118","Ember Charm 28","held_item","3840","aether_glass","passive_modifier","party_or_inventory","city_20"
"IT119","Tide Charm 29","held_item","3960","aether_glass","passive_modifier","party_or_inventory","city_20"
"IT120","Verdance Charm 30","held_item","4080","aether_glass","passive_modifier","party_or_inventory","city_20"
"IT121","Stone Meal 1","bond_care","250","marks","restore_and_bond","party_or_inventory","city_21"
"IT122","Gale Meal 2","bond_care","300","marks","restore_and_bond","party_or_inventory","city_21"
"IT123","Spark Meal 3","bond_care","350","marks","restore_and_bond","party_or_inventory","city_21"
"IT124","Frost Meal 4","bond_care","400","marks","restore_and_bond","party_or_inventory","city_21"
"IT125","Metal Meal 5","bond_care","450","marks","restore_and_bond","party_or_inventory","city_21"
"IT126","Shade Meal 6","bond_care","500","marks","restore_and_bond","party_or_inventory","city_21"
"IT127","Radiant Meal 7","bond_care","550","marks","restore_and_bond","party_or_inventory","city_22"
"IT128","Mind Meal 8","bond_care","600","marks","restore_and_bond","party_or_inventory","city_22"
"IT129","Echo Meal 9","bond_care","650","marks","restore_and_bond","party_or_inventory","city_22"
"IT130","Null Meal 10","bond_care","700","marks","restore_and_bond","party_or_inventory","city_22"
"IT131","Ember Meal 11","bond_care","750","marks","restore_and_bond","party_or_inventory","city_22"
"IT132","Tide Meal 12","bond_care","800","marks","restore_and_bond","party_or_inventory","city_22"
"IT133","Verdance Meal 13","bond_care","850","marks","restore_and_bond","party_or_inventory","city_23"
"IT134","Stone Meal 14","bond_care","900","marks","restore_and_bond","party_or_inventory","city_23"
"IT135","Gale Meal 15","bond_care","950","marks","restore_and_bond","party_or_inventory","city_23"
"IT136","Spark Meal 16","bond_care","1000","marks","restore_and_bond","party_or_inventory","city_23"
"IT137","Frost Meal 17","bond_care","1050","marks","restore_and_bond","party_or_inventory","city_23"
"IT138","Metal Meal 18","bond_care","1100","marks","restore_and_bond","party_or_inventory","city_23"
"IT139","Shade Catalyst 1","fusion_material","500","marks","fusion_stability","party_or_inventory","city_24"
"IT140","Radiant Catalyst 2","fusion_material","600","marks","fusion_stability","party_or_inventory","city_24"
"IT141","Mind Catalyst 3","fusion_material","700","marks","fusion_stability","party_or_inventory","city_24"
"IT142","Echo Catalyst 4","fusion_material","800","marks","fusion_stability","party_or_inventory","city_24"
"IT143","Null Catalyst 5","fusion_material","900","marks","fusion_stability","party_or_inventory","city_24"
"IT144","Ember Catalyst 6","fusion_material","1000","marks","fusion_stability","party_or_inventory","city_24"
"IT145","Tide Catalyst 7","fusion_material","1100","marks","fusion_stability","party_or_inventory","city_25"
"IT146","Verdance Catalyst 8","fusion_material","1200","marks","fusion_stability","party_or_inventory","city_25"
"IT147","Stone Catalyst 9","fusion_material","1300","marks","fusion_stability","party_or_inventory","city_25"
"IT148","Gale Catalyst 10","fusion_material","1400","marks","fusion_stability","party_or_inventory","city_25"
"IT149","Spark Catalyst 11","fusion_material","1500","marks","fusion_stability","party_or_inventory","city_25"
"IT150","Frost Catalyst 12","fusion_material","1600","marks","fusion_stability","party_or_inventory","city_25"
"IT151","Metal Catalyst 13","fusion_material","1700","marks","fusion_stability","party_or_inventory","city_26"
"IT152","Shade Catalyst 14","fusion_material","1800","marks","fusion_stability","party_or_inventory","city_26"
"IT153","Radiant Catalyst 15","fusion_material","1900","marks","fusion_stability","party_or_inventory","city_26"
"IT154","Mind Catalyst 16","fusion_material","2000","aether_glass","fusion_stability","party_or_inventory","city_26"
"IT155","Echo Catalyst 17","fusion_material","2100","aether_glass","fusion_stability","party_or_inventory","city_26"
"IT156","Null Catalyst 18","fusion_material","2200","aether_glass","fusion_stability","party_or_inventory","city_26"
"IT157","Ember Catalyst 19","fusion_material","2300","aether_glass","fusion_stability","party_or_inventory","city_27"
"IT158","Tide Catalyst 20","fusion_material","2400","aether_glass","fusion_stability","party_or_inventory","city_27"
"IT159","Verdance Catalyst 21","fusion_material","2500","aether_glass","fusion_stability","party_or_inventory","city_27"
"IT160","Stone Catalyst 22","fusion_material","2600","aether_glass","fusion_stability","party_or_inventory","city_27"
"IT161","Gale Script 1","technique_script","800","marks","teach_technique","party_or_inventory","city_27"
"IT162","Spark Script 2","technique_script","960","marks","teach_technique","party_or_inventory","city_27"
"IT163","Frost Script 3","technique_script","1120","marks","teach_technique","party_or_inventory","city_28"
"IT164","Metal Script 4","technique_script","1280","marks","teach_technique","party_or_inventory","city_28"
"IT165","Shade Script 5","technique_script","1440","marks","teach_technique","party_or_inventory","city_28"
"IT166","Radiant Script 6","technique_script","1600","marks","teach_technique","party_or_inventory","city_28"
"IT167","Mind Script 7","technique_script","1760","marks","teach_technique","party_or_inventory","city_28"
"IT168","Echo Script 8","technique_script","1920","marks","teach_technique","party_or_inventory","city_28"
"IT169","Null Script 9","technique_script","2080","marks","teach_technique","party_or_inventory","city_29"
"IT170","Ember Script 10","technique_script","2240","marks","teach_technique","party_or_inventory","city_29"
"IT171","Tide Script 11","technique_script","2400","marks","teach_technique","party_or_inventory","city_29"
"IT172","Verdance Script 12","technique_script","2560","marks","teach_technique","party_or_inventory","city_29"
"IT173","Stone Script 13","technique_script","2720","marks","teach_technique","party_or_inventory","city_29"
"IT174","Gale Script 14","technique_script","2880","marks","teach_technique","party_or_inventory","city_29"
"IT175","Spark Script 15","technique_script","3040","marks","teach_technique","party_or_inventory","city_30"
"IT176","Frost Script 16","technique_script","3200","marks","teach_technique","party_or_inventory","city_30"
"IT177","Metal Script 17","technique_script","3360","marks","teach_technique","party_or_inventory","city_30"
"IT178","Shade Script 18","technique_script","3520","marks","teach_technique","party_or_inventory","city_30"
"IT179","Radiant Script 19","technique_script","3680","marks","teach_technique","party_or_inventory","city_30"
"IT180","Mind Script 20","technique_script","3840","marks","teach_technique","party_or_inventory","city_30"
